index,workerid,proliferate.condition,adjective,adjectivePair,desired,entityGender,entityName,item,listenerGender,listenerName,negation,polarity,responseHonest,responsePositive,responseState,responseValue,sentence,slide_number_in_experiment,speakerGender,speakerName,state,stimulusType,targetType,value,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
593,78,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.0,0.0,0.0,1.0,"""It's entertaining.""",19,M,George,negative,control,listener,,[],33,Yes,,4,1,1,Male,english,Chrome,Windows,768,1366,22.2514,
594,78,condition1,small,big-small,small,M,Samuel,party,,,0,negative,0.95,0.0,0.99,0.0,"""His party was small.""",20,F,Emily,,main_stimulus,human,flipped,[],33,Yes,,4,1,1,Male,english,Chrome,Windows,768,1366,22.2514,
595,191,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.84,0.24,0.04,0.05,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
596,191,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.89,0.26,0.99,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
597,191,condition1,short,long-short,short,,,trail,,,1,negative,0.85,0.21,0.05,0.0,"""The trail wasn't short.""",5,F,Julie,,main_stimulus,thing,flipped,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
598,191,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.92,0.55,0.03,0.91,"""It's boring.""",6,F,Caroline,positive,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
599,191,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.7,0.31,0.21,0.98,"""The zebra wasn't fast.""",7,F,Ruth,,main_stimulus,thing,normal,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
600,191,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.77,0.7,0.03,0.92,"""It's entertaining.""",8,M,George,negative,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
601,191,condition1,big,big-small,big,,,succulent,,,0,positive,0.53,0.27,0.95,0.98,"""The succulent was big.""",9,F,Carol,,main_stimulus,thing,normal,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
602,191,condition1,good,good-bad,bad,M,Steven,presentation,,,0,positive,0.77,0.56,0.76,0.02,"""His presentation was good.""",10,F,Mary,,main_stimulus,human,flipped,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
603,191,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.52,0.83,0.0,1.0,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
604,191,condition1,slow,fast-slow,slow,,,zebra,,,0,negative,0.27,0.24,0.99,0.01,"""The zebra was slow.""",12,F,Kimberly,,main_stimulus,thing,flipped,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
605,191,condition1,long,long-short,long,M,Charles,speech,,,1,positive,0.51,0.25,0.1,0.99,"""His speech wasn't long.""",13,F,Jessica,,main_stimulus,human,normal,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
606,191,condition1,small,big-small,small,M,Mark,party,,,1,negative,0.84,0.38,0.09,0.05,"""His party wasn't small.""",14,F,Nicole,,main_stimulus,human,flipped,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
607,191,condition1,bad,good-bad,good,F,Cynthia,presentation,,,0,negative,0.94,0.68,0.97,1.0,"""Her presentation was bad.""",15,M,Robert,,main_stimulus,human,normal,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
608,191,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.78,0.53,0.03,0.36,"""It's gross.""",16,M,Robert,positive,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
609,191,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.25,0.43,1.0,0.01,"""It's gross.""",17,M,Ethan,negative,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
610,191,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.82,0.6,0.97,0.97,"""It's tasty.""",18,F,Dora,positive,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
611,191,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.75,0.48,1.0,0.78,"""It's boring.""",19,F,Lucy,negative,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
612,191,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.89,0.63,0.99,1.0,"""It's entertaining.""",20,M,Mark,positive,control,listener,,[],32,Yes,,2,1,1,Female,english,Chrome,Linux,909,1616,7.407333333333334,
613,198,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.81,0.8,0.28,0.08,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
614,198,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.84,0.83,0.92,0.91,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
615,198,condition1,short,long-short,long,,,trail,,,0,negative,0.79,0.79,0.31,0.84,"""The trail was short.""",5,M,Kenneth,,main_stimulus,thing,normal,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
616,198,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.89,0.83,0.91,0.91,"""It's tasty.""",6,F,Dora,positive,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
617,198,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.27,0.28,0.1,0.26,"""It's boring.""",7,F,Caroline,positive,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
618,198,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.79,0.5,0.92,0.52,"""It's boring.""",8,F,Lucy,negative,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
619,198,condition1,good,good-bad,bad,,,weather,,,1,positive,0.53,0.34,0.17,0.07,"""The weather wasn't good.""",9,M,Nicholas,,main_stimulus,thing,flipped,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
620,198,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.37,0.27,0.04,0.57,"""It's tasty.""",10,F,Sarah,negative,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
621,198,condition1,small,big-small,small,,,succulent,,,0,negative,0.84,0.82,0.79,0.11,"""The succulent was small.""",11,F,Helen,,main_stimulus,thing,flipped,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
622,198,condition1,fast,fast-slow,fast,M,Jacob,driver,,,1,positive,0.72,0.75,0.6,0.95,"""His driving wasn't fast.""",12,F,Dorothy,,main_stimulus,human,normal,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
623,198,condition1,bad,good-bad,bad,F,Donna,presentation,,,0,negative,0.28,0.25,0.53,0.11,"""Her presentation was bad.""",13,M,Paul,,main_stimulus,human,flipped,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
624,198,condition1,slow,fast-slow,fast,M,Frank,driver,,,0,negative,0.57,0.55,0.6,0.97,"""His driving was slow.""",14,F,Nancy,,main_stimulus,human,normal,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
625,198,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.31,0.32,0.1,0.55,"""It's entertaining.""",15,M,George,negative,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
626,198,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.23,0.21,0.08,0.85,"""It's gross.""",16,M,Robert,positive,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
627,198,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.79,0.77,0.89,0.9,"""It's entertaining.""",17,M,Mark,positive,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
628,198,condition1,big,big-small,small,M,Jerry,party,,,1,positive,0.8,0.81,0.14,0.1,"""His party wasn't big.""",18,F,Carol,,main_stimulus,human,flipped,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
629,198,condition1,long,long-short,long,,,trail,,,1,positive,0.64,0.63,0.66,0.87,"""The trail wasn't long.""",19,M,Thomas,,main_stimulus,thing,normal,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
630,198,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.8,0.8,0.94,0.7,"""It's gross.""",20,M,Ethan,negative,control,listener,,[],66,Yes,,2,2,1,Male,English,Chrome,Windows,1080,1920,8.2118,
649,206,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.52,0.45,0.01,0.0,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
650,206,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.47,0.48,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
651,206,condition1,small,big-small,big,F,Stephanie,party,,,1,negative,0.34,0.77,0.46,1.0,"""Her party wasn't small.""",5,M,Jack,,main_stimulus,human,normal,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
652,206,condition1,bad,good-bad,bad,,,weather,,,0,negative,0.46,0.12,0.86,0.0,"""The weather was bad.""",6,F,Cynthia,,main_stimulus,thing,flipped,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
653,206,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.06,1.0,1.0,"""It's gross.""",7,M,Ethan,negative,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
654,206,condition1,good,good-bad,good,,,weather,,,1,positive,0.17,0.97,0.0,1.0,"""The weather wasn't good.""",8,M,Gregory,,main_stimulus,thing,normal,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
655,206,condition1,fast,fast-slow,fast,,,zebra,,,0,positive,0.5,0.46,1.0,1.0,"""The zebra was fast.""",9,M,Jacob,,main_stimulus,thing,normal,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
656,206,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.01,1.0,0.0,0.97,"""It's entertaining.""",10,M,George,negative,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
657,206,condition1,short,long-short,short,M,Matthew,speech,,,1,negative,0.5,0.47,0.23,0.04,"""His speech wasn't short.""",11,F,Karen,,main_stimulus,human,flipped,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
658,206,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.88,0.86,0.99,1.0,"""It's entertaining.""",12,M,Mark,positive,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
659,206,condition1,big,big-small,small,,,succulent,,,1,positive,0.45,0.65,0.21,0.03,"""The succulent wasn't big.""",13,F,Brenda,,main_stimulus,thing,flipped,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
660,206,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.93,0.93,0.98,0.97,"""It's tasty.""",14,F,Dora,positive,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
661,206,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.03,0.01,0.02,0.04,"""It's gross.""",15,M,Robert,positive,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
662,206,condition1,long,long-short,short,F,Nancy,speech,,,0,positive,0.35,0.14,0.6,0.03,"""Her speech was long.""",16,M,Richard,,main_stimulus,human,flipped,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
663,206,condition1,slow,fast-slow,fast,M,James,driver,,,0,negative,0.24,0.2,0.67,0.99,"""His driving was slow.""",17,F,Christina,,main_stimulus,human,normal,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
664,206,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.95,0.05,1.0,0.98,"""It's boring.""",18,F,Lucy,negative,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
665,206,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.0,0.0,0.03,0.02,"""It's boring.""",19,F,Caroline,positive,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
666,206,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.0,1.0,0.0,1.0,"""It's tasty.""",20,F,Sarah,negative,control,listener,,[],26,Yes,"The cases where the person thought one thing but then openly said another thing were interesting because it was clear that they were lying. However, as I was reading the cases I began to think more about whether people were lying when they both thought and said the same thing. Maybe their expectations drove them to think a certain way regardless of reality.",3,2,1,Male,English,Chrome,Windows,900,1600,9.304033333333331,
667,66,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.86,0.45,0.05,0.07,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
668,66,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.9,0.47,0.95,0.98,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
669,66,condition1,slow,fast-slow,slow,M,Daniel,driver,,,0,negative,0.69,0.39,0.98,0.08,"""His driving was slow.""",5,F,Nicole,,main_stimulus,human,flipped,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
670,66,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.31,0.3,0.01,0.5,"""It's gross.""",6,M,Robert,positive,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
671,66,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.23,0.99,0.04,0.95,"""It's entertaining.""",7,M,George,negative,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
672,66,condition1,bad,good-bad,good,,,weather,,,0,negative,0.82,0.31,0.96,1.0,"""The weather was bad.""",8,M,Ronald,,main_stimulus,thing,normal,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
673,66,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.87,0.23,0.99,0.92,"""It's boring.""",9,F,Lucy,negative,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
674,66,condition1,long,long-short,short,,,trail,,,1,positive,0.81,0.54,0.25,0.0,"""The trail wasn't long.""",10,M,Patrick,,main_stimulus,thing,flipped,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
675,66,condition1,big,big-small,small,,,succulent,,,0,positive,0.82,0.52,0.9,0.19,"""The succulent was big.""",11,F,Carolyn,,main_stimulus,thing,flipped,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
676,66,condition1,short,long-short,short,F,Stephanie,speech,,,1,negative,0.68,0.42,0.07,0.05,"""Her speech wasn't short.""",12,M,Mark,,main_stimulus,human,flipped,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
677,66,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.16,0.98,0.0,1.0,"""It's tasty.""",13,F,Sarah,negative,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
678,66,condition1,small,big-small,big,F,Diane,party,,,0,negative,0.6,0.44,0.84,0.95,"""Her party was small.""",14,M,Tyler,,main_stimulus,human,normal,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
679,66,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.98,0.63,1.0,1.0,"""It's entertaining.""",15,M,Mark,positive,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
680,66,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.75,0.29,1.0,0.98,"""It's gross.""",16,M,Ethan,negative,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
681,66,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.55,0.46,0.15,0.97,"""The zebra wasn't fast.""",17,M,Jacob,,main_stimulus,thing,normal,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
682,66,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.35,0.35,0.0,0.54,"""It's boring.""",18,F,Caroline,positive,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
683,66,condition1,good,good-bad,good,M,Edward,presentation,,,1,positive,0.75,0.46,0.05,0.97,"""His presentation wasn't good.""",19,F,Diane,,main_stimulus,human,normal,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
684,66,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.96,0.91,0.99,0.98,"""It's tasty.""",20,F,Dora,positive,control,listener,,[],34,Yes,,3,1,1,Male,English,Chrome,Windows,900,1440,6.536666666666667,
685,212,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.76,0.44,0.3,0.28,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
686,212,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.64,0.59,0.66,0.67,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
687,212,condition1,small,big-small,big,M,Alexander,party,,,1,negative,0.66,0.46,0.49,0.76,"""His party wasn't small.""",5,F,Janet,,main_stimulus,human,normal,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
688,212,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.62,0.77,0.69,0.67,"""It's entertaining.""",6,M,Mark,positive,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
689,212,condition1,short,long-short,short,F,Emily,speech,,,0,negative,0.76,0.34,0.73,0.23,"""Her speech was short.""",7,M,Brandon,,main_stimulus,human,flipped,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
690,212,condition1,long,long-short,long,,,trail,,,0,positive,0.75,0.66,0.74,0.78,"""The trail was long.""",8,F,Shirley,,main_stimulus,thing,normal,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
691,212,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.53,0.45,0.78,0.25,"""It's boring.""",9,F,Lucy,negative,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
692,212,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.78,0.53,0.48,0.8,"""The zebra wasn't fast.""",10,M,Dennis,,main_stimulus,thing,normal,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
693,212,condition1,big,big-small,small,,,succulent,,,1,positive,0.75,0.39,0.41,0.36,"""The succulent wasn't big.""",11,F,Ashley,,main_stimulus,thing,flipped,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
694,212,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.34,0.72,0.09,0.71,"""It's tasty.""",12,F,Sarah,negative,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
695,212,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.54,0.5,0.92,0.52,"""It's gross.""",13,M,Ethan,negative,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
696,212,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.18,0.21,0.23,0.48,"""It's gross.""",14,M,Robert,positive,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
697,212,condition1,slow,fast-slow,fast,F,Carolyn,driver,,,0,negative,0.57,0.29,0.54,0.71,"""Her driving was slow.""",15,M,Ryan,,main_stimulus,human,normal,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
698,212,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.14,0.15,0.25,0.5,"""It's boring.""",16,F,Caroline,positive,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
699,212,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.71,0.65,0.77,0.71,"""It's tasty.""",17,F,Dora,positive,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
700,212,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.21,0.71,0.13,0.77,"""It's entertaining.""",18,M,George,negative,control,listener,,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
701,212,condition1,good,good-bad,bad,,,weather,,,0,positive,0.7,0.49,0.58,0.27,"""The weather was good.""",19,M,Brian,,main_stimulus,thing,flipped,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
702,212,condition1,bad,good-bad,bad,M,Robert,presentation,,,1,negative,0.49,0.27,0.39,0.3,"""His presentation wasn't bad.""",20,F,Jennifer,,main_stimulus,human,flipped,[],40,Yes,,3,2,1,Female,English,Chrome,Mac,900,1440,9.8011,
721,132,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.84,0.49,0.31,0.02,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],52,Yes,,2,2,1,Female,English,Chrome,Windows,1080,1920,7.293933333333333,
722,132,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.82,0.47,0.79,0.87,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],52,Yes,,2,2,1,Female,English,Chrome,Windows,1080,1920,7.293933333333333,
723,132,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.77,0.93,0.84,0.9,"""It's tasty.""",5,F,Dora,positive,control,listener,,[],52,Yes,,2,2,1,Female,English,Chrome,Windows,1080,1920,7.293933333333333,
724,132,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,1.0,0.51,0.89,0.92,"""It's gross.""",6,M,Ethan,negative,control,listener,,[],52,Yes,,2,2,1,Female,English,Chrome,Windows,1080,1920,7.293933333333333,
725,132,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.06,0.04,0.11,0.02,"""It's gross.""",7,M,Robert,positive,control,listener,,[],52,Yes,,2,2,1,Female,English,Chrome,Windows,1080,1920,7.293933333333333,
