workerid,proliferate.condition,adjective,adjectivePair,desired,entityGender,entityName,item,listenerGender,listenerName,negation,polarity,responseHonest,responsePositive,responseState,responseValue,sentence,slide_number_in_experiment,speakerGender,speakerName,state,stimulusType,targetType,value,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
248,condition1,short,long-short,short,M,Dennis,speech,,,0,negative,0.55,0.51,0.9,0.04,"""His speech was short.""",8,F,Cynthia,,main_stimulus,human,flipped,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.71,0.47,0.87,0.11,"""It's gross.""",9,M,Ethan,negative,control,listener,,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.59,0.56,0.78,0.82,"""It's entertaining.""",10,M,Mark,positive,control,listener,,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.48,0.51,0.12,0.87,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,bad,good-bad,bad,F,Karen,presentation,,,1,negative,0.6,0.37,0.48,0.01,"""Her presentation wasn't bad.""",12,M,David,,main_stimulus,human,flipped,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,small,big-small,small,,,succulent,,,1,negative,0.65,0.58,0.58,0.08,"""The succulent wasn't small.""",13,F,Jennifer,,main_stimulus,thing,flipped,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.51,0.46,0.82,0.68,"""It's boring.""",14,F,Lucy,negative,control,listener,,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,good,good-bad,good,,,weather,,,0,positive,0.55,0.52,0.87,0.92,"""The weather was good.""",15,M,Alexander,,main_stimulus,thing,normal,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.64,0.6,0.77,0.81,"""It's tasty.""",16,F,Dora,positive,control,listener,,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,big,big-small,big,F,Rebecca,party,,,0,positive,0.53,0.48,0.83,0.86,"""Her party was big.""",17,M,William,,main_stimulus,human,normal,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,fast,fast-slow,fast,F,Mary,driver,,,1,positive,0.57,0.5,0.44,0.98,"""Her driving wasn't fast.""",18,M,Richard,,main_stimulus,human,normal,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,long,long-short,long,,,trail,,,1,positive,0.61,0.59,0.46,0.84,"""The trail wasn't long.""",19,F,Emily,,main_stimulus,thing,normal,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
248,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.4,0.36,0.17,0.7,"""It's entertaining.""",20,M,George,negative,control,listener,,[],31,Yes,,3,1,1,Male,ENGLISH,Chrome,Windows,1050,1680,17.022383333333334,
220,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.21,0.16,0.2,0.14,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.17,0.15,0.58,0.81,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,bad,good-bad,good,M,Eric,presentation,,,1,negative,0.58,0.55,0.38,0.78,"""His presentation wasn't bad.""",5,F,Angela,,main_stimulus,human,normal,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.54,0.63,0.98,0.0,"""It's gross.""",6,M,Ethan,negative,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,big,big-small,small,M,Jacob,party,,,0,positive,0.57,0.36,0.56,0.13,"""His party was big.""",7,F,Shirley,,main_stimulus,human,flipped,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,short,long-short,long,,,trail,,,0,negative,0.45,0.34,0.67,0.74,"""The trail was short.""",8,F,Jennifer,,main_stimulus,thing,normal,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.12,0.69,0.24,0.18,"""It's entertaining.""",9,M,George,negative,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.11,0.64,0.83,0.09,"""It's boring.""",10,F,Lucy,negative,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.92,0.94,0.19,0.16,"""It's gross.""",11,M,Robert,positive,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,small,big-small,big,F,Janet,party,,,0,negative,0.28,0.67,0.74,0.8,"""Her party was small.""",12,M,Thomas,,main_stimulus,human,normal,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.12,0.83,0.2,0.11,"""It's tasty.""",13,F,Sarah,negative,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.13,0.69,0.9,0.85,"""It's entertaining.""",14,M,Mark,positive,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,slow,fast-slow,fast,,,zebra,,,1,negative,0.22,0.33,0.14,0.85,"""The zebra wasn't slow.""",15,M,Charles,,main_stimulus,thing,normal,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.86,0.71,0.15,0.77,"""It's boring.""",16,F,Caroline,positive,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.61,0.7,0.78,0.84,"""It's tasty.""",17,F,Dora,positive,control,listener,,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,good,good-bad,bad,,,weather,,,0,positive,0.11,0.23,0.83,0.16,"""The weather was good.""",18,M,Timothy,,main_stimulus,thing,flipped,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,long,long-short,short,,,trail,,,1,positive,0.43,0.3,0.17,0.18,"""The trail wasn't long.""",19,F,Elizabeth,,main_stimulus,thing,flipped,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
220,condition1,fast,fast-slow,slow,M,Gary,driver,,,1,positive,0.73,0.23,0.19,0.18,"""His driving wasn't fast.""",20,F,Brenda,,main_stimulus,human,flipped,[],41,Yes,,1,1,1,Male,English,Chrome,Linux,1080,1920,18.18776666666667,
254,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.74,0.58,0.14,0.33,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.84,0.85,0.8,0.85,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,long,long-short,long,,,trail,,,1,positive,0.76,0.53,0.29,0.81,"""The trail wasn't long.""",5,M,John,,main_stimulus,thing,normal,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,slow,fast-slow,slow,M,Ryan,driver,,,1,negative,0.78,0.8,0.18,0.26,"""His driving wasn't slow.""",6,F,Sarah,,main_stimulus,human,flipped,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,bad,good-bad,bad,F,Michelle,presentation,,,0,negative,0.21,0.18,0.83,0.2,"""Her presentation was bad.""",7,M,Donald,,main_stimulus,human,flipped,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,small,big-small,big,F,Emily,party,,,0,negative,0.83,0.5,0.81,0.82,"""Her party was small.""",8,M,William,,main_stimulus,human,normal,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,good,good-bad,bad,,,weather,,,0,positive,0.76,0.11,0.81,0.15,"""The weather was good.""",9,F,Catherine,,main_stimulus,thing,flipped,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.17,0.78,0.22,0.79,"""It's tasty.""",10,F,Sarah,negative,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.81,0.84,0.78,0.82,"""It's entertaining.""",11,M,Mark,positive,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,fast,fast-slow,fast,F,Michelle,driver,,,1,positive,0.48,0.41,0.36,0.84,"""Her driving wasn't fast.""",12,M,Joshua,,main_stimulus,human,normal,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.0,0.0,0.16,0.14,"""It's gross.""",13,M,Robert,positive,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.02,0.0,0.12,0.02,"""It's boring.""",14,F,Caroline,positive,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.75,0.58,0.96,0.85,"""It's boring.""",15,F,Lucy,negative,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.79,0.81,0.83,0.85,"""It's tasty.""",16,F,Dora,positive,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,big,big-small,small,,,succulent,,,1,positive,0.48,0.63,0.43,0.16,"""The succulent wasn't big.""",17,F,Amanda,,main_stimulus,thing,flipped,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,short,long-short,long,,,trail,,,0,negative,0.81,0.49,0.82,0.83,"""The trail was short.""",18,M,Dennis,,main_stimulus,thing,normal,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.83,0.47,0.92,0.88,"""It's gross.""",19,M,Ethan,negative,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
254,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.11,0.98,0.05,0.93,"""It's entertaining.""",20,M,George,negative,control,listener,,[],21,Yes,,2,2,1,Male,English,Chrome,Windows,864,1536,5.55305,
222,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.94,0.48,0.08,0.03,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.93,0.52,0.94,0.95,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,slow,fast-slow,slow,,,zebra,,,1,negative,0.79,0.48,0.19,0.03,"""The zebra wasn't slow.""",5,F,Betty,,main_stimulus,thing,flipped,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.77,0.78,0.8,0.86,"""It's entertaining.""",6,M,Mark,positive,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,big,big-small,big,,,succulent,,,0,positive,0.76,0.77,0.81,0.87,"""The succulent was big.""",7,F,Christina,,main_stimulus,thing,normal,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,small,big-small,small,,,succulent,,,0,negative,0.74,0.74,0.89,0.11,"""The succulent was small.""",8,F,Linda,,main_stimulus,thing,flipped,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.83,0.84,0.83,0.84,"""It's tasty.""",9,F,Dora,positive,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.09,0.82,0.14,0.83,"""It's entertaining.""",10,M,George,negative,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,fast,fast-slow,slow,F,Michelle,driver,,,1,positive,0.79,0.77,0.14,0.1,"""Her driving wasn't fast.""",11,M,Frank,,main_stimulus,human,flipped,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,short,long-short,long,F,Dorothy,speech,,,1,negative,0.76,0.72,0.18,0.84,"""Her speech wasn't short.""",12,M,Steven,,main_stimulus,human,normal,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.86,0.09,0.88,0.12,"""It's boring.""",13,F,Lucy,negative,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.16,0.91,0.1,0.86,"""It's tasty.""",14,F,Sarah,negative,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,long,long-short,long,F,Sharon,speech,,,0,positive,0.85,0.77,0.85,0.83,"""Her speech was long.""",15,M,Raymond,,main_stimulus,human,normal,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,good,good-bad,bad,M,Joseph,presentation,,,0,positive,0.09,0.11,0.57,0.08,"""His presentation was good.""",16,F,Stephanie,,main_stimulus,human,flipped,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.84,0.16,0.87,0.83,"""It's gross.""",17,M,Ethan,negative,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.1,0.06,0.19,0.29,"""It's gross.""",18,M,Robert,positive,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.15,0.14,0.2,0.09,"""It's boring.""",19,F,Caroline,positive,control,listener,,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
222,condition1,bad,good-bad,good,,,weather,,,1,negative,0.67,0.53,0.35,0.83,"""The weather wasn't bad.""",20,M,Paul,,main_stimulus,thing,normal,[],59,Yes,,3,2,1,Female,English,Chrome,Windows,864,1536,12.9067,
227,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.47,0.06,0.28,0.14,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.47,0.6,0.9,0.87,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.98,0.05,0.92,0.94,"""It's gross.""",5,M,Ethan,negative,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,good,good-bad,bad,M,Robert,presentation,,,0,positive,0.65,0.18,0.63,0.08,"""His presentation was good.""",6,F,Emma,,main_stimulus,human,flipped,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.03,0.95,0.07,0.89,"""It's entertaining.""",7,M,George,negative,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,short,long-short,long,F,Michelle,speech,,,0,negative,0.83,0.21,0.85,0.88,"""Her speech was short.""",8,M,Benjamin,,main_stimulus,human,normal,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,fast,fast-slow,slow,F,Kathleen,driver,,,1,positive,0.56,0.22,0.2,0.11,"""Her driving wasn't fast.""",9,M,James,,main_stimulus,human,flipped,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.02,0.01,0.11,1.0,"""It's gross.""",10,M,Robert,positive,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.01,1.0,0.05,0.9,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.47,0.61,0.82,0.76,"""It's entertaining.""",12,M,Mark,positive,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,bad,good-bad,bad,,,weather,,,1,negative,0.24,0.25,0.24,0.05,"""The weather wasn't bad.""",13,F,Jessica,,main_stimulus,thing,flipped,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,small,big-small,big,,,succulent,,,1,negative,0.59,0.49,0.26,0.85,"""The succulent wasn't small.""",14,M,Jonathan,,main_stimulus,thing,normal,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,long,long-short,long,,,trail,,,0,positive,0.77,0.82,0.96,0.88,"""The trail was long.""",15,M,Alexander,,main_stimulus,thing,normal,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.99,0.03,0.88,0.83,"""It's boring.""",16,F,Lucy,negative,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,slow,fast-slow,slow,,,zebra,,,0,negative,0.79,0.68,0.94,0.11,"""The zebra was slow.""",17,F,Sarah,,main_stimulus,thing,flipped,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.0,0.0,0.06,0.08,"""It's boring.""",18,F,Caroline,positive,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,big,big-small,big,M,Kenneth,party,,,1,positive,0.65,0.13,0.41,0.84,"""His party wasn't big.""",19,F,Brenda,,main_stimulus,human,normal,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
227,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.75,0.97,0.95,0.9,"""It's tasty.""",20,F,Dora,positive,control,listener,,[],47,Yes,,3,1,1,Male,English,Chrome,Windows,1080,1920,9.141733333333333,
234,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,0.86,0.33,0.06,0.03,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.76,0.76,0.74,0.91,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,0.85,0.22,0.12,0.86,"""The zebra wasn't fast.""",5,M,Daniel,,main_stimulus,thing,normal,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,entertaining,entertaining-boring,,,,story,F,Samantha,0,positive,0.72,0.65,0.79,0.82,"""It's entertaining.""",6,M,Mark,positive,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,gross,tasty-gross,,,,bread,F,Penny,0,negative,0.19,0.19,0.22,0.19,"""It's gross.""",7,M,Robert,positive,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,gross,tasty-gross,,,,scone,F,Christina,0,negative,0.78,0.48,0.8,0.13,"""It's gross.""",8,M,Ethan,negative,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,short,long-short,long,,,trail,,,0,negative,0.51,0.15,0.76,0.78,"""The trail was short.""",9,M,Tyler,,main_stimulus,thing,normal,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,slow,fast-slow,slow,M,Jacob,driver,,,1,negative,0.71,0.13,0.23,0.1,"""His driving wasn't slow.""",10,F,Amanda,,main_stimulus,human,flipped,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,0.75,0.71,0.74,0.81,"""It's tasty.""",11,F,Sarah,negative,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,small,big-small,small,,,succulent,,,1,negative,0.74,0.16,0.23,0.13,"""The succulent wasn't small.""",12,F,Stephanie,,main_stimulus,thing,flipped,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,long,long-short,short,,,trail,,,0,positive,0.65,0.29,0.78,0.16,"""The trail was long.""",13,F,Susan,,main_stimulus,thing,flipped,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,tasty,tasty-gross,,,,cupcake,M,Paul,0,positive,0.8,0.77,0.85,0.81,"""It's tasty.""",14,F,Dora,positive,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,boring,entertaining-boring,,,,film,M,Eric,0,negative,0.82,0.49,0.8,0.16,"""It's boring.""",15,F,Lucy,negative,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,good,good-bad,bad,M,Michael,presentation,,,0,positive,0.49,0.75,0.76,0.19,"""His presentation was good.""",16,F,Nicole,,main_stimulus,human,flipped,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,bad,good-bad,good,F,Lisa,presentation,,,1,negative,0.8,0.65,0.18,0.77,"""Her presentation wasn't bad.""",17,M,Michael,,main_stimulus,human,normal,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,entertaining,entertaining-boring,,,,clip,F,Emily,0,positive,0.7,0.41,0.14,0.78,"""It's entertaining.""",18,M,George,negative,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,boring,entertaining-boring,,,,cartoon,M,Bruce,0,negative,0.71,0.66,0.2,0.14,"""It's boring.""",19,F,Caroline,positive,control,listener,,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
234,condition1,big,big-small,big,F,Amy,party,,,0,positive,0.76,0.72,0.71,0.77,"""Her party was big.""",20,M,David,,main_stimulus,human,normal,[],29,Yes,,2,1,1,Female,english,Chrome,Windows,1080,1920,4.8604666666666665,
149,condition1,quiet,talkative-quiet,quiet,,,date,,,1,negative,1.0,1.0,0.03,0.17,"""My date wasn't quiet.""",2,F,Jane,,example1,human,flipped,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
149,condition1,talkative,talkative-quiet,talkative,,,date,,,0,positive,0.98,1.0,1.0,1.0,"""My date was talkative.""",3,M,Tom,,example2,human,normal,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
149,condition1,small,big-small,small,,,succulent,,,1,negative,1.0,1.0,0.16,0.1,"""The succulent wasn't small.""",5,M,William,,main_stimulus,thing,flipped,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
149,condition1,tasty,tasty-gross,,,,cookie,M,Nathaniel,0,positive,1.0,1.0,0.06,0.83,"""It's tasty.""",6,F,Sarah,negative,control,listener,,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
149,condition1,long,long-short,long,F,Stephanie,speech,,,1,positive,1.0,1.0,0.15,1.0,"""Her speech wasn't long.""",7,M,Dennis,,main_stimulus,human,normal,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
149,condition1,slow,fast-slow,slow,F,Brenda,driver,,,0,negative,1.0,1.0,1.0,0.0,"""Her driving was slow.""",8,M,Matthew,,main_stimulus,human,flipped,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
149,condition1,fast,fast-slow,fast,,,zebra,,,1,positive,1.0,1.0,0.22,0.08,"""The zebra wasn't fast.""",9,M,Jonathan,,main_stimulus,thing,normal,[],41,Yes,Somewhat repetitive experiment but the pay is very good. I'm very appreciative!,3,1,1,Male,English,Firefox,Mac,1050,1680,9.126366666666666,
